7/1/2019 2:43:31 PM	The file contains end point data for each trial
The coordinate system is in Unity world coordinates.
-------------------------------------------------
Trial Number	Target Position X	Target Position Y	Target Position Z	Penalty Position X	Penalty Position Y	Penalty Position Z	Collision Position X	Collision Position Y	Collision Position Z	Start Time	Overlap Type	Polar Angle	Elevation Angle	
18		-0.8364937	-0.007596254	-2.859436	-0.8350411	-0.007596254	-2.876039	-0.8465989	-0.001734257	-2.852703	18:45:46	MediumOverlap(Clone) (UnityEngine.GameObject)	3.228859	1.396263	
19		-0.7079068	-0.03015381	-2.776041	-0.7239416	-0.03015381	-2.767153	-0.7049125	-0.01742554	-2.773549	18:45:51	SmallOverlap(Clone) (UnityEngine.GameObject)	1.064651	1.22173	
20		-0.8380767	-0.01703721	-2.705502	-0.8537915	-0.01703721	-2.714944	-0.8302974	-0.03018761	-2.702342	18:45:55	SmallOverlap(Clone) (UnityEngine.GameObject)	2.111848	1.308997	
21		-0.6402545	-0.03015381	-2.920751	-0.6323057	-0.03015381	-2.90803	-0.6407714	-0.02610993	-2.890288	18:46:00	LargeOverlap(Clone) (UnityEngine.GameObject)	5.72468	1.22173	
22		-0.9116932	-0.007596254	-2.796648	-0.9068097	-0.007596254	-2.782465	-0.902729	-0.01859856	-2.789716	18:46:07	LargeOverlap(Clone) (UnityEngine.GameObject)	2.80998	1.396263	
23		-0.8345988	-0.01703721	-2.832881	-0.8312246	-0.01703721	-2.818265	-0.8223894	-0.01997471	-2.828482	18:46:12	LargeOverlap(Clone) (UnityEngine.GameObject)	2.9147	1.308997	
24		-0.8331829	-0.03015381	-2.753422	-0.847227	-0.03015381	-2.765207	-0.8200589	-0.02346277	-2.741708	18:46:16	SmallOverlap(Clone) (UnityEngine.GameObject)	2.268928	1.22173	
25		-0.6400769	-0.01703721	-2.983678	-0.6285862	-0.01703721	-2.974036	-0.6542592	-0.01029205	-2.976122	18:46:22	LargeOverlap(Clone) (UnityEngine.GameObject)	5.410521	1.308997	
26		-0.8792322	-0.007596254	-2.859528	-0.8782727	-0.007596254	-2.877836	-0.8652792	-0.01236653	-2.8527	18:46:28	SmallOverlap(Clone) (UnityEngine.GameObject)	3.193953	1.396263	
27		-0.8069617	-0.007596254	-2.787328	-0.7943832	-0.007596254	-2.776393	-0.7963037	-0.01315379	-2.786482	18:46:32	MediumOverlap(Clone) (UnityEngine.GameObject)	2.286381	1.396263	
28		-0.8134992	-0.01703721	-2.91214	-0.8021325	-0.01703721	-2.92433	-0.8096809	-0.01536393	-2.897912	18:46:36	MediumOverlap(Clone) (UnityEngine.GameObject)	3.892084	1.308997	
29		-0.6973644	-0.01703721	-2.734797	-0.6821386	-0.01703721	-2.741576	-0.7088348	-0.01458597	-2.735718	18:46:39	MediumOverlap(Clone) (UnityEngine.GameObject)	1.151917	1.308997	
30		-0.765771	-0.007596254	-2.72465	-0.7823135	-0.007596254	-2.726681	-0.765167	-0.0224545	-2.719563	18:46:44	MediumOverlap(Clone) (UnityEngine.GameObject)	1.692969	1.396263	
31		-0.706588	-0.01703721	-2.777982	-0.6921542	-0.01703721	-2.786316	-0.7097743	-0.004632711	-2.77427	18:46:47	MediumOverlap(Clone) (UnityEngine.GameObject)	1.047198	1.308997	
32		-0.8476666	-0.007596254	-2.768351	-0.8367323	-0.007596254	-2.755773	-0.8497228	-0.01523542	-2.748902	18:46:51	MediumOverlap(Clone) (UnityEngine.GameObject)	2.426008	1.396263	
33		-0.829922	-0.03015381	-2.887267	-0.824061	-0.03015381	-2.901075	-0.8237178	-0.0155499	-2.874519	18:46:55	LargeOverlap(Clone) (UnityEngine.GameObject)	3.543018	1.22173	
34		-0.5827269	-0.01703721	-2.817882	-0.5796082	-0.01703721	-2.832554	-0.580907	-0.02025056	-2.797225	18:46:59	LargeOverlap(Clone) (UnityEngine.GameObject)	0.2094395	1.308997	
35		-0.7942607	-0.01703721	-2.975192	-0.7801653	-0.01703721	-2.980322	-0.7956114	-0.00505209	-2.956429	18:47:05	LargeOverlap(Clone) (UnityEngine.GameObject)	4.363323	1.308997	
36		-0.7834936	-0.007596254	-2.978689	-0.8012023	-0.007596254	-2.973944	-0.7775857	0.004416227	-2.984205	18:47:10	SmallOverlap(Clone) (UnityEngine.GameObject)	4.45059	1.396263	
37		-0.6713107	-0.01703721	-2.890503	-0.6790587	-0.01703721	-2.907119	-0.664407	-0.002794981	-2.876226	18:47:17	SmallOverlap(Clone) (UnityEngine.GameObject)	5.846853	1.308997	
38		-0.8067294	-0.01703721	-2.970223	-0.8232073	-0.01703721	-2.962186	-0.806968	-0.01464748	-2.94742	18:47:21	SmallOverlap(Clone) (UnityEngine.GameObject)	4.258604	1.308997	
39		-0.8642619	-0.03015381	-2.914759	-0.8720864	-0.03015381	-2.900043	-0.8603373	-0.02220917	-2.898058	18:47:25	MediumOverlap(Clone) (UnityEngine.GameObject)	3.630285	1.22173	
40		-0.8666286	-0.03015381	-2.979164	-0.8788178	-0.03015381	-2.967797	-0.8568592	-0.03561115	-2.969518	18:47:30	MediumOverlap(Clone) (UnityEngine.GameObject)	3.961897	1.22173	
41		-0.8302844	-0.01703721	-3.005173	-0.8450001	-0.01703721	-2.997349	-0.8318791	-0.01849198	-2.983945	18:47:34	MediumOverlap(Clone) (UnityEngine.GameObject)	4.223697	1.308997	
42		-0.8067294	-0.03015381	-2.737986	-0.8232073	-0.03015381	-2.746022	-0.8007579	-0.03875804	-2.723027	18:47:38	SmallOverlap(Clone) (UnityEngine.GameObject)	2.024582	1.22173	
43		-0.7559682	-0.03015381	-2.683508	-0.7742903	-0.03015381	-2.684148	-0.7513576	-0.02957916	-2.662557	18:47:44	SmallOverlap(Clone) (UnityEngine.GameObject)	1.605703	1.22173	
44		-0.6423799	-0.007596254	-2.987422	-0.6281322	-0.007596254	-2.975885	-0.6460221	-0.007576942	-2.991301	18:47:49	SmallOverlap(Clone) (UnityEngine.GameObject)	5.393067	1.396263	
45		-0.8145229	-0.03015381	-2.91272	-0.8033707	-0.03015381	-2.925106	-0.817319	-0.03140688	-2.891938	18:47:54	MediumOverlap(Clone) (UnityEngine.GameObject)	3.874631	1.22173	
46		-0.5937746	-0.01703721	-2.785155	-0.5869956	-0.01703721	-2.80038	-0.6022457	-0.02836418	-2.772425	18:47:58	MediumOverlap(Clone) (UnityEngine.GameObject)	0.418879	1.308997	
47		-0.6402545	-0.01703721	-2.923437	-0.6482033	-0.01703721	-2.936158	-0.6413965	-0.004486084	-2.901639	18:48:03	LargeOverlap(Clone) (UnityEngine.GameObject)	5.72468	1.308997	
48		-0.83144	-0.007596254	-2.754376	-0.8171924	-0.007596254	-2.742839	-0.8214875	-0.01811981	-2.747432	18:48:10	SmallOverlap(Clone) (UnityEngine.GameObject)	2.251475	1.396263	
49		-0.7052823	-0.03015381	-2.929481	-0.7195684	-0.03015381	-2.938065	-0.7028911	-0.01531029	-2.91255	18:48:14	MediumOverlap(Clone) (UnityEngine.GameObject)	5.253441	1.22173	
50		-0.74105	-0.01703721	-2.684421	-0.7560294	-0.01703721	-2.683636	-0.7297494	-0.01079059	-2.67299	18:48:19	LargeOverlap(Clone) (UnityEngine.GameObject)	1.518436	1.308997	
51		-0.8349003	-0.03015381	-2.757616	-0.8210639	-0.03015381	-2.745588	-0.8263516	-0.02809358	-2.758665	18:48:25	SmallOverlap(Clone) (UnityEngine.GameObject)	2.286381	1.22173	
52		-0.7000015	-0.01703721	-2.691839	-0.6824692	-0.01703721	-2.697199	-0.7085532	-0.02628922	-2.672224	18:48:29	SmallOverlap(Clone) (UnityEngine.GameObject)	1.27409	1.308997	
53		-0.8005643	-0.03015381	-2.9746	-0.7836884	-0.03015381	-2.981763	-0.8034418	-0.02977347	-2.949708	18:48:34	SmallOverlap(Clone) (UnityEngine.GameObject)	4.310963	1.22173	
54		-0.9172731	-0.01703721	-2.891119	-0.9207383	-0.01703721	-2.874817	-0.9058736	-0.01932836	-2.888144	18:48:38	MediumOverlap(Clone) (UnityEngine.GameObject)	3.351032	1.308997	
55		-0.6833491	-0.007596254	-2.744746	-0.6704916	-0.007596254	-2.752472	-0.6851231	0.002524853	-2.740629	18:48:43	LargeOverlap(Clone) (UnityEngine.GameObject)	1.029744	1.396263	
56		-0.7782671	-0.01703721	-2.937847	-0.79245	-0.01703721	-2.932964	-0.772292	-0.001945734	-2.919053	18:48:47	LargeOverlap(Clone) (UnityEngine.GameObject)	4.380776	1.308997	
57		-0.7878357	-0.01703721	-2.732091	-0.8021803	-0.01703721	-2.736476	-0.7820493	-0.02613759	-2.728414	18:48:51	LargeOverlap(Clone) (UnityEngine.GameObject)	1.867502	1.308997	
58		-0.7834936	-0.007596254	-2.730926	-0.7995924	-0.007596254	-2.73524	-0.7819397	-0.01117301	-2.706099	18:48:55	MediumOverlap(Clone) (UnityEngine.GameObject)	1.832596	1.396263	
59		-0.7710047	-0.03015381	-2.771796	-0.7548331	-0.03015381	-2.767764	-0.7770952	-0.03538465	-2.748635	18:49:00	MediumOverlap(Clone) (UnityEngine.GameObject)	1.815142	1.22173	
60		-0.6619233	-0.01703721	-2.709578	-0.6462086	-0.01703721	-2.71902	-0.673	-0.0178144	-2.705721	18:49:06	SmallOverlap(Clone) (UnityEngine.GameObject)	1.029744	1.308997	
61		-0.8755655	-0.007596254	-2.887557	-0.8719367	-0.007596254	-2.902111	-0.8723328	-0.009773016	-2.861072	18:49:10	LargeOverlap(Clone) (UnityEngine.GameObject)	3.385939	1.396263	
62		-0.6638231	-0.03015381	-2.866921	-0.6615888	-0.03015381	-2.848725	-0.6647654	-0.01251268	-2.857974	18:49:15	SmallOverlap(Clone) (UnityEngine.GameObject)	6.161012	1.22173	
63		-0.664495	-0.03015381	-3.004526	-0.6774853	-0.03015381	-3.012026	-0.6709621	-0.02102375	-2.985182	18:49:19	LargeOverlap(Clone) (UnityEngine.GameObject)	5.235988	1.22173	
64		-0.5848169	-0.03015381	-2.812281	-0.5809346	-0.03015381	-2.82677	-0.5939276	-0.01585054	-2.798189	18:49:23	LargeOverlap(Clone) (UnityEngine.GameObject)	0.2617994	1.22173	
65		-0.8302844	-0.01703721	-2.705638	-0.8464717	-0.01703721	-2.714245	-0.8231825	-0.02461696	-2.701356	18:49:28	SmallOverlap(Clone) (UnityEngine.GameObject)	2.059489	1.308997	
66		-0.65383	-0.01703721	-2.770302	-0.6638669	-0.01703721	-2.759155	-0.6609905	-0.007139206	-2.764023	18:49:32	LargeOverlap(Clone) (UnityEngine.GameObject)	0.7330383	1.308997	
67		-0.75	-0.01703721	-2.727575	-0.765	-0.01703721	-2.727575	-0.7422419	-0.02287292	-2.721505	18:49:44	LargeOverlap(Clone) (UnityEngine.GameObject)	1.570796	1.308997	
68		-0.6852952	-0.01703721	-2.969127	-0.6708615	-0.01703721	-2.960794	-0.693862	5.936623E-05	-2.951874	18:49:49	MediumOverlap(Clone) (UnityEngine.GameObject)	5.235988	1.308997	
69		-0.8430895	-0.03015381	-2.947025	-0.830354	-0.03015381	-2.960213	-0.8386286	-0.01900792	-2.920002	18:49:52	SmallOverlap(Clone) (UnityEngine.GameObject)	3.909538	1.22173	
70		-0.7380709	-0.007596254	-2.68661	-0.7563596	-0.007596254	-2.685331	-0.7337865	-0.01703167	-2.67829	18:49:55	SmallOverlap(Clone) (UnityEngine.GameObject)	1.500983	1.396263	
71		-0.8325746	-0.007596254	-2.884104	-0.8372099	-0.007596254	-2.869839	-0.8189398	-0.01088476	-2.866915	18:49:59	LargeOverlap(Clone) (UnityEngine.GameObject)	3.455752	1.396263	
72		-0.8259381	-0.03015381	-2.899666	-0.818666	-0.03015381	-2.912785	-0.8252258	-0.02251625	-2.8721	18:50:02	LargeOverlap(Clone) (UnityEngine.GameObject)	3.647738	1.22173	
73		-0.8644281	-0.03015381	-2.730559	-0.8508038	-0.03015381	-2.718292	-0.8508771	-0.02567482	-2.722934	18:50:16	SmallOverlap(Clone) (UnityEngine.GameObject)	2.303835	1.22173	
74		-0.7440318	-0.03015381	-2.686809	-0.7590227	-0.03015381	-2.686285	-0.7387682	-0.03861928	-2.678937	18:50:19	LargeOverlap(Clone) (UnityEngine.GameObject)	1.53589	1.22173	
75		-0.918412	-0.01703721	-2.8875	-0.9152285	-0.01703721	-2.905555	-0.908823	-0.02597308	-2.872827	18:50:23	SmallOverlap(Clone) (UnityEngine.GameObject)	3.316126	1.308997	
76		-0.6207678	-0.03015381	-2.864769	-0.6217273	-0.03015381	-2.883078	-0.6203997	-0.01312327	-2.850603	18:50:28	SmallOverlap(Clone) (UnityEngine.GameObject)	6.230825	1.22173	
77		-0.7173697	-0.007596254	-2.690196	-0.6993732	-0.007596254	-2.693694	-0.7265334	-0.004154205	-2.668389	18:50:36	SmallOverlap(Clone) (UnityEngine.GameObject)	1.37881	1.396263	
78		-0.7217329	-0.007596254	-2.940232	-0.7359157	-0.007596254	-2.945116	-0.7260549	-0.006927967	-2.910935	18:50:39	LargeOverlap(Clone) (UnityEngine.GameObject)	5.044002	1.396263	
79		-0.7379164	-0.007596254	-2.772243	-0.7214119	-0.007596254	-2.774563	-0.7418765	-0.00460577	-2.766604	18:50:43	MediumOverlap(Clone) (UnityEngine.GameObject)	1.43117	1.396263	
80		-0.6886061	-0.007596254	-2.919687	-0.676821	-0.007596254	-2.907902	-0.7001742	-0.006961823	-2.889937	18:50:46	MediumOverlap(Clone) (UnityEngine.GameObject)	5.497787	1.396263	
81		-0.726068	-0.007596254	-2.774998	-0.7084449	-0.007596254	-2.780051	-0.734861	-0.01416278	-2.749981	18:50:49	SmallOverlap(Clone) (UnityEngine.GameObject)	1.291544	1.396263	
82		-0.7105827	-0.03015381	-2.781203	-0.7269178	-0.03015381	-2.772879	-0.71375	-0.0164814	-2.760651	18:50:58	SmallOverlap(Clone) (UnityEngine.GameObject)	1.099557	1.22173	
83		-0.5810953	-0.007596254	-2.831903	-0.5839633	-0.007596254	-2.813795	-0.59842	-0.003720999	-2.826052	18:51:02	SmallOverlap(Clone) (UnityEngine.GameObject)	0.1570796	1.396263	
84		-0.817475	-0.01703721	-2.804101	-0.8269148	-0.01703721	-2.815758	-0.8016124	-0.01659083	-2.788734	18:51:07	LargeOverlap(Clone) (UnityEngine.GameObject)	2.460914	1.308997	
85		-0.7230942	-0.01703721	-2.73223	-0.7377664	-0.01703721	-2.729111	-0.7230986	-0.01757216	-2.722917	18:51:10	LargeOverlap(Clone) (UnityEngine.GameObject)	1.361357	1.308997	
86		-0.8476666	-0.03015381	-2.773982	-0.8586009	-0.03015381	-2.786561	-0.8353175	-0.02125812	-2.759311	18:51:14	MediumOverlap(Clone) (UnityEngine.GameObject)	2.426008	1.22173	
87		-0.9135377	-0.007596254	-2.908983	-0.9086649	-0.007596254	-2.924922	-0.9139532	-0.01421118	-2.885766	18:51:17	MediumOverlap(Clone) (UnityEngine.GameObject)	3.438299	1.396263	
88		-0.8092139	-0.007596254	-2.922593	-0.822622	-0.007596254	-2.91009	-0.8036009	0.00200963	-2.893687	18:51:23	SmallOverlap(Clone) (UnityEngine.GameObject)	3.961897	1.396263	
89		-0.7394188	-0.007596254	-2.945353	-0.7228764	-0.007596254	-2.943321	-0.7445394	0.002891302	-2.913886	18:51:27	MediumOverlap(Clone) (UnityEngine.GameObject)	4.834562	1.396263	
90		-0.671963	-0.007596254	-2.897329	-0.6792691	-0.007596254	-2.912309	-0.6982169	-0.0002083778	-2.890582	18:51:31	MediumOverlap(Clone) (UnityEngine.GameObject)	5.8294	1.396263	
91		-0.8338656	-0.01703721	-2.881823	-0.8381793	-0.01703721	-2.865724	-0.828775	-0.00566411	-2.852932	18:51:35	MediumOverlap(Clone) (UnityEngine.GameObject)	3.403392	1.308997	
92		-0.6336875	-0.03015381	-2.916165	-0.6271119	-0.03015381	-2.902683	-0.6361785	-0.008316994	-2.900608	18:51:39	LargeOverlap(Clone) (UnityEngine.GameObject)	5.8294	1.22173	
93		-0.6034157	-0.01703721	-2.7716	-0.5939733	-0.01703721	-2.787315	-0.6169512	-0.003183603	-2.753026	18:51:43	SmallOverlap(Clone) (UnityEngine.GameObject)	0.541052	1.308997	
94		-0.6205904	-0.007596254	-2.859751	-0.6205904	-0.007596254	-2.843084	-0.6325345	0.005024433	-2.851262	18:51:54	MediumOverlap(Clone) (UnityEngine.GameObject)	0	1.396263	
95		-0.829922	-0.03015381	-2.825907	-0.8227586	-0.03015381	-2.809031	-0.8199475	-0.01582026	-2.803505	18:51:58	SmallOverlap(Clone) (UnityEngine.GameObject)	2.740167	1.22173	
96		-0.75	-0.03015381	-3.030912	-0.7333333	-0.03015381	-3.030912	-0.7582617	-0.02219605	-3.02164	18:52:01	MediumOverlap(Clone) (UnityEngine.GameObject)	4.712389	1.22173	
97		-0.6099167	-0.01703721	-2.761934	-0.5994012	-0.01703721	-2.776952	-0.6159075	-0.02845478	-2.736359	18:52:05	SmallOverlap(Clone) (UnityEngine.GameObject)	0.6108652	1.308997	
98		-0.7409728	-0.007596254	-2.731022	-0.7260094	-0.007596254	-2.732068	-0.7455145	-0.0218246	-2.70988	18:52:11	LargeOverlap(Clone) (UnityEngine.GameObject)	1.500983	1.396263	
99		-0.8184183	-0.03015381	-2.806741	-0.8091834	-0.03015381	-2.794921	-0.8098333	-0.02504015	-2.789237	18:52:15	LargeOverlap(Clone) (UnityEngine.GameObject)	2.478368	1.22173	
100		-0.620937	-0.007596254	-2.972469	-0.6329648	-0.007596254	-2.986306	-0.6186014	0.01071048	-2.95516	18:52:18	SmallOverlap(Clone) (UnityEngine.GameObject)	5.5676	1.396263	
101		-0.6665393	-0.007596254	-2.884295	-0.6715927	-0.007596254	-2.901918	-0.6728648	0.007478952	-2.858714	18:52:22	SmallOverlap(Clone) (UnityEngine.GameObject)	6.003932	1.396263	
102		-0.7650768	-0.01703721	-2.945961	-0.7814903	-0.01703721	-2.943067	-0.7659066	0.002449036	-2.92404	18:52:26	MediumOverlap(Clone) (UnityEngine.GameObject)	4.537856	1.308997	
103		-0.8642619	-0.03015381	-2.799787	-0.8728688	-0.03015381	-2.815974	-0.8535249	-0.0326786	-2.773693	18:52:30	SmallOverlap(Clone) (UnityEngine.GameObject)	2.6529	1.22173	
104		-0.8934211	-0.03015381	-2.767506	-0.9024984	-0.03015381	-2.781484	-0.8775114	-0.02551246	-2.746247	18:52:35	MediumOverlap(Clone) (UnityEngine.GameObject)	2.565634	1.22173	
105		-0.5914422	-0.007596254	-2.79667	-0.5851988	-0.007596254	-2.812123	-0.609038	-0.006741285	-2.765589	18:52:39	MediumOverlap(Clone) (UnityEngine.GameObject)	0.3839724	1.396263	
106		-0.6834889	-0.01703721	-2.916631	-0.6738471	-0.01703721	-2.905141	-0.679862	0.002057552	-2.898595	18:52:43	LargeOverlap(Clone) (UnityEngine.GameObject)	5.585053	1.308997	
107		-0.7702441	-0.01703721	-2.988727	-0.7537826	-0.01703721	-2.991334	-0.7741922	-0.008861303	-2.953131	18:52:47	MediumOverlap(Clone) (UnityEngine.GameObject)	4.555309	1.308997	
108		-0.6390744	-0.01703721	-2.794343	-0.6476583	-0.01703721	-2.780057	-0.6399252	-0.02257395	-2.7571	18:52:52	MediumOverlap(Clone) (UnityEngine.GameObject)	0.541052	1.308997	
109		-0.8790943	-0.01703721	-2.852069	-0.8778154	-0.01703721	-2.833781	-0.8910481	-0.01751089	-2.82696	18:52:56	SmallOverlap(Clone) (UnityEngine.GameObject)	3.071779	1.308997	
110		-0.6523334	-0.03015381	-2.77629	-0.6621743	-0.03015381	-2.764969	-0.6525218	-0.0359118	-2.755693	18:53:01	LargeOverlap(Clone) (UnityEngine.GameObject)	0.715585	1.22173	
111		-0.8621927	-0.01703721	-2.990351	-0.850872	-0.01703721	-3.000192	-0.8675409	-0.01797652	-2.96046	18:53:05	LargeOverlap(Clone) (UnityEngine.GameObject)	3.996804	1.308997	
112		-0.6207678	-0.03015381	-2.854621	-0.6199828	-0.03015381	-2.869601	-0.636205	-0.02644563	-2.826501	18:53:10	LargeOverlap(Clone) (UnityEngine.GameObject)	0.05235988	1.22173	
113		-0.8552843	-0.007596254	-2.726752	-0.8697312	-0.007596254	-2.738039	-0.8533731	-0.02272272	-2.703163	18:53:14	SmallOverlap(Clone) (UnityEngine.GameObject)	2.234021	1.396263	
114		-0.7334332	-0.01703721	-2.776399	-0.7170727	-0.01703721	-2.779579	-0.7269063	-0.01361895	-2.76326	18:53:20	MediumOverlap(Clone) (UnityEngine.GameObject)	1.37881	1.308997	
115		-0.875	-0.007596254	-2.89519	-0.8788823	-0.007596254	-2.880701	-0.872836	-0.01732516	-2.871275	18:53:25	LargeOverlap(Clone) (UnityEngine.GameObject)	3.403392	1.396263	
116		-0.7203044	-0.03015381	-2.780221	-0.7343998	-0.03015381	-2.775091	-0.7195679	-0.03577518	-2.746962	18:53:29	LargeOverlap(Clone) (UnityEngine.GameObject)	1.22173	1.22173	
117		-0.6400768	-0.007596254	-2.730921	-0.6260327	-0.007596254	-2.742706	-0.6568092	-0.007504702	-2.712876	18:53:34	SmallOverlap(Clone) (UnityEngine.GameObject)	0.8726646	1.396263	
118		-0.6771832	-0.03015381	-2.814732	-0.6690136	-0.03015381	-2.827312	-0.6900197	-0.01906681	-2.788465	18:53:39	LargeOverlap(Clone) (UnityEngine.GameObject)	0.5759587	1.22173	
119		-0.816819	-0.007596254	-3.019535	-0.8306265	-0.007596254	-3.013674	-0.8088739	0.003460884	-2.983879	18:53:43	LargeOverlap(Clone) (UnityEngine.GameObject)	4.310963	1.396263	
120		-0.6834889	-0.03015381	-2.918058	-0.6952733	-0.03015381	-2.932102	-0.681337	-0.009468079	-2.889284	18:53:48	SmallOverlap(Clone) (UnityEngine.GameObject)	5.585053	1.22173	
121		-0.8865747	-0.03015381	-2.759416	-0.897608	-0.03015381	-2.774058	-0.8772151	-0.01911259	-2.724998	18:53:54	SmallOverlap(Clone) (UnityEngine.GameObject)	2.495821	1.22173	
122		-0.9210101	-0.007596254	-2.862453	-0.9210101	-0.007596254	-2.877453	-0.9121633	-0.01623535	-2.835069	18:53:58	LargeOverlap(Clone) (UnityEngine.GameObject)	3.141593	1.396263	
123		-0.676369	-0.01703721	-2.908566	-0.6684201	-0.01703721	-2.895846	-0.6855309	0.003440619	-2.880316	18:54:04	LargeOverlap(Clone) (UnityEngine.GameObject)	5.72468	1.308997	
124		-0.6336875	-0.007596254	-2.80592	-0.6256507	-0.007596254	-2.822397	-0.6455932	0.0006322861	-2.782448	18:54:08	SmallOverlap(Clone) (UnityEngine.GameObject)	0.4537856	1.396263	
125		-0.6713107	-0.01703721	-2.899435	-0.664267	-0.01703721	-2.884329	-0.667514	-0.02038765	-2.84925	18:54:13	MediumOverlap(Clone) (UnityEngine.GameObject)	5.846853	1.308997	
126		-0.6439939	-0.03015381	-2.788616	-0.6525975	-0.03015381	-2.776329	-0.6375661	-0.03496838	-2.750872	18:54:17	LargeOverlap(Clone) (UnityEngine.GameObject)	0.6108652	1.22173	
127		-0.8380767	-0.03015381	-3.009535	-0.8523628	-0.03015381	-3.000951	-0.8268915	-0.01446557	-2.978541	18:54:22	MediumOverlap(Clone) (UnityEngine.GameObject)	4.171337	1.22173	
128		-0.5864623	-0.007596254	-2.813043	-0.5811021	-0.007596254	-2.830575	-0.5973707	-0.01498961	-2.784026	18:54:27	SmallOverlap(Clone) (UnityEngine.GameObject)	0.296706	1.396263	
129		-0.8219805	-0.007596254	-2.911687	-0.8117286	-0.007596254	-2.926886	-0.8198635	-0.01315212	-2.877087	18:54:31	SmallOverlap(Clone) (UnityEngine.GameObject)	3.735005	1.396263	
130		-0.7334332	-0.01703721	-2.948455	-0.7170727	-0.01703721	-2.945275	-0.7376934	-0.00323844	-2.914545	18:54:35	MediumOverlap(Clone) (UnityEngine.GameObject)	4.904375	1.308997	
