7/1/2019 10:20:02 AM	The file contains end point data for each trial
The coordinate system is in Unity world coordinates.
-------------------------------------------------
Trial Number	Target Position X	Target Position Y	Target Position Z	Penalty Position X	Penalty Position Y	Penalty Position Z	Collision Position X	Collision Position Y	Collision Position Z	Start Time	Overlap Type	Polar Angle	Elevation Angle	
16		1.077637	0.2424037	-1.303897	1.104367	0.2424037	-1.290277	1.074393	0.2227786	-1.285121	14:22:05	LargeOverlap(Clone) (UnityEngine.GameObject)	5.183628	1.396263	
17		1.04601	0.2424037	-1.077988	1.020568	0.2424037	-1.06209	1.047025	0.2637013	-1.097769	14:22:09	LargeOverlap(Clone) (UnityEngine.GameObject)	1.012291	1.396263	
18		1.038061	0.2424037	-1.073687	1.065025	0.2424037	-1.086838	1.028548	0.251601	-1.092465	14:22:14	LargeOverlap(Clone) (UnityEngine.GameObject)	1.117011	1.396263	
19		1.075192	0.2198462	-1.108405	1.060192	0.2198462	-1.082424	1.089456	0.2477478	-1.102142	14:22:19	LargeOverlap(Clone) (UnityEngine.GameObject)	0.5235988	1.22173	
20		0.8425844	0.2424037	-1.085106	0.82956	0.2424037	-1.11579	0.8668932	0.2255015	-1.090588	14:22:23	MediumOverlap(Clone) (UnityEngine.GameObject)	2.740167	1.396263	
21		0.9674751	0.2424037	-1.071537	1.001472	0.2424037	-1.057802	0.9816536	0.2465377	-1.091254	14:22:28	SmallOverlap(Clone) (UnityEngine.GameObject)	1.954769	1.396263	
22		1.061394	0.2329628	-1.090747	1.037824	0.2329628	-1.067177	1.060173	0.2526062	-1.109757	14:22:33	MediumOverlap(Clone) (UnityEngine.GameObject)	0.7853982	1.308997	
23		1.10057	0.2198462	-1.070806	1.08169	0.2198462	-1.047491	1.098545	0.2499517	-1.064087	14:22:38	LargeOverlap(Clone) (UnityEngine.GameObject)	0.6806784	1.22173	
24		1.014904	0.2424037	-0.981998	1.051432	0.2424037	-0.9851937	1.007304	0.2479751	-0.9997188	14:22:43	SmallOverlap(Clone) (UnityEngine.GameObject)	1.48353	1.396263	
25		1.048551	0.2198462	-1.224449	1.078949	0.2198462	-1.203945	1.032344	0.2461168	-1.211468	14:22:48	SmallOverlap(Clone) (UnityEngine.GameObject)	5.305801	1.22173	
26		0.8290941	0.2424037	-1.158541	0.8278145	0.2424037	-1.121897	0.8217182	0.2148426	-1.120311	14:22:53	SmallOverlap(Clone) (UnityEngine.GameObject)	3.176499	1.396263	
27		0.9775283	0.2329628	-1.236567	1.006506	0.2329628	-1.244331	0.9850854	0.2405165	-1.209208	14:22:59	LargeOverlap(Clone) (UnityEngine.GameObject)	4.45059	1.308997	
28		0.8710829	0.2329628	-1.164089	0.8681777	0.2329628	-1.130882	0.8932585	0.2187461	-1.153215	14:23:04	MediumOverlap(Clone) (UnityEngine.GameObject)	3.228859	1.308997	
29		0.984229	0.2329628	-1.024478	1.020622	0.2329628	-1.02001	0.985921	0.2393177	-1.036986	14:23:09	SmallOverlap(Clone) (UnityEngine.GameObject)	1.692969	1.308997	
30		0.9276351	0.2424037	-1.260307	0.902764	0.2424037	-1.243531	0.9288212	0.2341592	-1.240215	14:23:15	LargeOverlap(Clone) (UnityEngine.GameObject)	4.118977	1.396263	
31		1.079922	0.2198462	-1.119187	1.091644	0.2198462	-1.146802	1.071509	0.2479044	-1.119491	14:23:19	LargeOverlap(Clone) (UnityEngine.GameObject)	0.4014257	1.22173	
32		1.158558	0.2424037	-1.089162	1.14732	0.2424037	-1.061346	1.14523	0.2426615	-1.089634	14:23:23	LargeOverlap(Clone) (UnityEngine.GameObject)	0.3839724	1.396263	
33		1.079922	0.2329628	-1.187252	1.094249	0.2329628	-1.1535	1.061042	0.2438405	-1.174664	14:23:29	SmallOverlap(Clone) (UnityEngine.GameObject)	5.88176	1.308997	
34		0.90383	0.2424037	-1.240021	0.8792952	0.2424037	-1.212773	0.9252342	0.2291716	-1.218644	14:23:33	SmallOverlap(Clone) (UnityEngine.GameObject)	3.874631	1.396263	
35		1.0498	0.2329628	-1.224661	1.077105	0.2329628	-1.205542	1.037783	0.250828	-1.197592	14:23:38	MediumOverlap(Clone) (UnityEngine.GameObject)	5.323254	1.308997	
36		0.8739072	0.2198462	-1.182759	0.8806558	0.2198462	-1.21199	0.8974805	0.2377868	-1.174947	14:23:43	LargeOverlap(Clone) (UnityEngine.GameObject)	3.368485	1.22173	
37		0.9471549	0.2198462	-1.316392	0.9122829	0.2198462	-1.305061	0.9511402	0.235158	-1.289007	14:23:48	SmallOverlap(Clone) (UnityEngine.GameObject)	4.39823	1.22173	
38		1.044261	0.2198462	-0.988677	1.079678	0.2198462	-0.998167	1.039207	0.2406505	-0.9982821	14:23:53	SmallOverlap(Clone) (UnityEngine.GameObject)	1.308997	1.22173	
39		0.9557393	0.2329628	-0.9887846	0.9879369	0.2329628	-0.9801573	0.9577292	0.2441622	-1.007659	14:23:58	MediumOverlap(Clone) (UnityEngine.GameObject)	1.832596	1.308997	
40		0.9708892	0.2198462	-1.280163	0.9384102	0.2198462	-1.272665	0.9866616	0.2278805	-1.25181	14:24:03	MediumOverlap(Clone) (UnityEngine.GameObject)	4.485496	1.22173	
41		0.9119233	0.2198462	-1.007598	0.8862082	0.2198462	-1.02305	0.9115624	0.2430669	-1.006218	14:24:08	LargeOverlap(Clone) (UnityEngine.GameObject)	2.111848	1.22173	
42		0.8348169	0.2198462	-1.198543	0.8253269	0.2198462	-1.163125	0.8457376	0.2272325	-1.176938	14:24:13	SmallOverlap(Clone) (UnityEngine.GameObject)	3.403392	1.22173	
43		0.8299267	0.2424037	-1.172273	0.8330626	0.2424037	-1.202108	0.8314979	0.2101715	-1.168946	14:24:18	LargeOverlap(Clone) (UnityEngine.GameObject)	3.246312	1.396263	
44		1.023932	0.2198462	-1.071051	0.9950941	0.2198462	-1.062782	1.031157	0.236901	-1.090928	14:24:23	LargeOverlap(Clone) (UnityEngine.GameObject)	1.291544	1.22173	
45		1.058489	0.2198462	-0.9939278	1.030298	0.2198462	-0.9836672	1.064201	0.2205408	-1.003918	14:24:29	LargeOverlap(Clone) (UnityEngine.GameObject)	1.22173	1.22173	
46		0.8504312	0.2198462	-1.237633	0.8358869	0.2198462	-1.211395	0.872208	0.2236401	-1.214863	14:24:34	LargeOverlap(Clone) (UnityEngine.GameObject)	3.647738	1.22173	
47		1.13835	0.2424037	-1.25537	1.118757	0.2424037	-1.282337	1.124899	0.2515676	-1.234268	14:24:39	MediumOverlap(Clone) (UnityEngine.GameObject)	5.654867	1.396263	
48		0.9135063	0.2424037	-1.162524	0.9106011	0.2424037	-1.129318	0.9369503	0.2461077	-1.160703	14:24:46	MediumOverlap(Clone) (UnityEngine.GameObject)	3.228859	1.396263	
49		1.023932	0.2198462	-1.238512	1.055974	0.2198462	-1.229324	1.02937	0.2422225	-1.219327	14:24:51	MediumOverlap(Clone) (UnityEngine.GameObject)	4.991642	1.22173	
50		0.8383068	0.2329628	-1.099485	0.8285397	0.2329628	-1.12785	0.8589751	0.2278333	-1.086406	14:24:55	LargeOverlap(Clone) (UnityEngine.GameObject)	2.80998	1.308997	
51		1.089895	0.2198462	-1.06218	1.065917	0.2198462	-1.039025	1.081217	0.2272698	-1.009893	14:25:01	MediumOverlap(Clone) (UnityEngine.GameObject)	0.8028514	1.22173	
52		0.8490071	0.2329628	-1.235675	0.833358	0.2329628	-1.206244	0.8757358	0.2271936	-1.217195	14:25:06	MediumOverlap(Clone) (UnityEngine.GameObject)	3.630285	1.308997	
53		0.9621643	0.2424037	-1.031746	0.9334751	0.2424037	-1.040517	0.9635695	0.2511196	-1.055205	14:25:11	LargeOverlap(Clone) (UnityEngine.GameObject)	1.867502	1.396263	
54		1.052252	0.2329628	-1.086271	1.028293	0.2329628	-1.068217	1.053534	0.2538413	-1.092752	14:25:17	LargeOverlap(Clone) (UnityEngine.GameObject)	0.9250245	1.308997	
55		0.8791858	0.2424037	-1.109361	0.8899368	0.2424037	-1.081354	0.901322	0.2444232	-1.121068	14:25:22	LargeOverlap(Clone) (UnityEngine.GameObject)	2.775074	1.396263	
56		1.019531	0.2424037	-1.240448	0.9870521	0.2424037	-1.247947	1.020741	0.2527163	-1.219425	14:25:28	MediumOverlap(Clone) (UnityEngine.GameObject)	4.939282	1.396263	
57		0.9633065	0.2424037	-1.234646	0.9300753	0.2424037	-1.21915	0.9644569	0.2492301	-1.204139	14:25:33	SmallOverlap(Clone) (UnityEngine.GameObject)	4.276057	1.396263	
58		1.060313	0.2424037	-1.218514	1.036335	0.2424037	-1.24167	1.043591	0.247701	-1.193561	14:25:38	MediumOverlap(Clone) (UnityEngine.GameObject)	5.480334	1.396263	
59		1.009076	0.2329628	-1.069813	1.038911	0.2329628	-1.072949	1.004632	0.2422993	-1.084191	14:25:42	LargeOverlap(Clone) (UnityEngine.GameObject)	1.466077	1.308997	
60		0.8709057	0.2198462	-1.147235	0.8732309	0.2198462	-1.113983	0.8967766	0.2248372	-1.135471	14:25:47	MediumOverlap(Clone) (UnityEngine.GameObject)	3.071779	1.22173	
61		1.170906	0.2424037	-1.162329	1.169626	0.2424037	-1.198973	1.154365	0.2435644	-1.161711	14:25:52	SmallOverlap(Clone) (UnityEngine.GameObject)	6.248279	1.396263	
62		0.9138231	0.2424037	-1.145879	0.9182916	0.2424037	-1.109486	0.9375148	0.2329409	-1.141459	14:25:57	SmallOverlap(Clone) (UnityEngine.GameObject)	3.01942	1.396263	
63		1.081057	0.2329628	-1.187679	1.093003	0.2329628	-1.15656	1.067695	0.2520318	-1.162937	14:26:01	MediumOverlap(Clone) (UnityEngine.GameObject)	5.916666	1.308997	
64		0.9954836	0.2329628	-1.285997	0.9655019	0.2329628	-1.28495	0.9955473	0.2274227	-1.24908	14:26:06	LargeOverlap(Clone) (UnityEngine.GameObject)	4.677482	1.308997	
65		0.937261	0.2329628	-1.043585	0.9110224	0.2329628	-1.05813	0.9395044	0.253466	-1.035956	14:26:11	LargeOverlap(Clone) (UnityEngine.GameObject)	2.076942	1.308997	
66		1.002259	0.2424037	-1.286258	0.9689303	0.2424037	-1.28684	1.004058	0.2365141	-1.26129	14:26:16	MediumOverlap(Clone) (UnityEngine.GameObject)	4.729842	1.396263	
67		0.9514486	0.2329628	-1.084998	0.9763197	0.2329628	-1.068222	0.9648656	0.2454072	-1.105164	14:26:20	LargeOverlap(Clone) (UnityEngine.GameObject)	2.164208	1.308997	
68		0.8846953	0.2198462	-1.098327	0.8998283	0.2198462	-1.068627	0.8752948	0.2113904	-1.080619	14:26:25	MediumOverlap(Clone) (UnityEngine.GameObject)	2.670354	1.22173	
69		0.8923799	0.2198462	-1.024282	0.866475	0.2198462	-1.045259	0.899761	0.2238942	-1.042293	14:26:30	MediumOverlap(Clone) (UnityEngine.GameObject)	2.251475	1.22173	
70		1.061285	0.2198462	-1.316952	1.033277	0.2198462	-1.327703	1.068991	0.2415423	-1.293774	14:26:35	LargeOverlap(Clone) (UnityEngine.GameObject)	5.078908	1.22173	
71		1.058489	0.2198462	-0.9967199	1.030298	0.2198462	-0.9864593	1.060687	0.2443714	-0.9899329	14:26:41	LargeOverlap(Clone) (UnityEngine.GameObject)	1.22173	1.22173	
72		0.8729147	0.2329628	-1.043103	0.8506104	0.2329628	-1.067874	0.8790067	0.2623706	-1.040206	14:26:46	MediumOverlap(Clone) (UnityEngine.GameObject)	2.408554	1.308997	
73		1.062739	0.2424037	-1.270821	1.033585	0.2424037	-1.286982	1.06418	0.2382241	-1.256281	14:26:51	MediumOverlap(Clone) (UnityEngine.GameObject)	5.218534	1.396263	
74		0.9430383	0.2198462	-1.223289	0.970711	0.2198462	-1.247345	0.9497837	0.2415853	-1.195402	14:26:56	SmallOverlap(Clone) (UnityEngine.GameObject)	3.996804	1.22173	
75		0.9144949	0.2198462	-1.009776	0.9462492	0.2198462	-0.9914422	0.9074744	0.2317224	-1.00761	14:27:02	SmallOverlap(Clone) (UnityEngine.GameObject)	2.094395	1.22173	
76		0.8425844	0.2329628	-1.09117	0.8569112	0.2329628	-1.057418	0.8531924	0.2295578	-1.090054	14:27:07	SmallOverlap(Clone) (UnityEngine.GameObject)	2.740167	1.308997	
77		1.119122	0.2198462	-1.20867	1.132146	0.2198462	-1.177986	1.099359	0.2329459	-1.193625	14:27:13	MediumOverlap(Clone) (UnityEngine.GameObject)	5.88176	1.22173	
78		0.8855719	0.2329628	-1.031137	0.8583233	0.2329628	-1.055672	0.8846534	0.2378939	-1.03667	14:27:18	SmallOverlap(Clone) (UnityEngine.GameObject)	2.303835	1.308997	
79		1.022472	0.2424037	-1.285779	1.058581	0.2424037	-1.279411	1.024763	0.2411089	-1.247852	14:27:23	SmallOverlap(Clone) (UnityEngine.GameObject)	4.886922	1.396263	
80		1.064523	0.2198462	-1.100348	1.086827	0.2198462	-1.125119	1.050218	0.247803	-1.096614	14:27:29	MediumOverlap(Clone) (UnityEngine.GameObject)	0.7330383	1.22173	
81		1.058489	0.2424037	-1.319251	1.024033	0.2424037	-1.331792	1.062334	0.2186741	-1.300076	14:27:34	SmallOverlap(Clone) (UnityEngine.GameObject)	5.061455	1.396263	
82		1.028267	0.2424037	-1.240763	0.9935981	0.2424037	-1.2527	1.020207	0.2543585	-1.204069	14:27:39	SmallOverlap(Clone) (UnityEngine.GameObject)	5.044002	1.396263	
83		1.075192	0.2198462	-1.202187	1.056859	0.2198462	-1.233941	1.0487	0.2367839	-1.184016	14:27:44	SmallOverlap(Clone) (UnityEngine.GameObject)	5.759586	1.22173	
84		0.9443246	0.2424037	-0.9971939	0.9128073	0.2424037	-1.008046	0.9616171	0.2306142	-1.005807	14:27:49	MediumOverlap(Clone) (UnityEngine.GameObject)	1.902409	1.396263	
85		1.058097	0.2329628	-1.223524	1.033325	0.2329628	-1.245829	1.041617	0.2367363	-1.188884	14:27:55	MediumOverlap(Clone) (UnityEngine.GameObject)	5.445427	1.308997	
86		1.044261	0.2329628	-1.280708	1.075584	0.2329628	-1.269308	1.033924	0.2435644	-1.250921	14:28:00	MediumOverlap(Clone) (UnityEngine.GameObject)	5.061455	1.308997	
87		0.8846953	0.2424037	-1.100466	0.868049	0.2424037	-1.133136	0.9044321	0.2243769	-1.107303	14:28:05	SmallOverlap(Clone) (UnityEngine.GameObject)	2.670354	1.396263	
88		0.9174254	0.2424037	-1.132513	0.9266959	0.2424037	-1.103981	0.9285663	0.2338479	-1.11329	14:28:10	LargeOverlap(Clone) (UnityEngine.GameObject)	2.827433	1.396263	
89		0.9703044	0.2329628	-1.077864	1.00476	0.2329628	-1.065324	0.9688677	0.2402222	-1.08625	14:28:16	SmallOverlap(Clone) (UnityEngine.GameObject)	1.919862	1.308997	
90		0.8966489	0.2198462	-1.23743	0.9147034	0.2198462	-1.261389	0.9081484	0.2314174	-1.208272	14:28:21	LargeOverlap(Clone) (UnityEngine.GameObject)	3.787364	1.22173	
91		0.8340697	0.2424037	-1.201039	0.8421338	0.2424037	-1.233382	0.8432829	0.2280393	-1.19145	14:28:25	MediumOverlap(Clone) (UnityEngine.GameObject)	3.385939	1.396263	
92		1.04601	0.2329628	-1.086152	1.020568	0.2329628	-1.070254	1.028413	0.2471257	-1.098233	14:28:31	LargeOverlap(Clone) (UnityEngine.GameObject)	1.012291	1.308997	
93		0.9432706	0.2329628	-1.043569	0.9732304	0.2329628	-1.028957	0.945574	0.2393606	-1.062934	14:28:36	MediumOverlap(Clone) (UnityEngine.GameObject)	2.024582	1.308997	
94		0.9515223	0.2329628	-1.279976	0.9855191	0.2329628	-1.293712	0.9354738	0.2284524	-1.247749	14:28:41	SmallOverlap(Clone) (UnityEngine.GameObject)	4.328416	1.308997	
95		0.8712994	0.2424037	-1.146571	0.8678151	0.2424037	-1.179721	0.8943319	0.2447196	-1.13848	14:28:46	MediumOverlap(Clone) (UnityEngine.GameObject)	3.036873	1.396263	
96		0.9189427	0.2198462	-1.129098	0.9058025	0.2198462	-1.163329	0.9433818	0.2358669	-1.129811	14:28:51	SmallOverlap(Clone) (UnityEngine.GameObject)	2.775074	1.22173	
97		1.16593	0.2424037	-1.201688	1.173188	0.2424037	-1.172579	1.135206	0.250357	-1.19293	14:28:56	LargeOverlap(Clone) (UnityEngine.GameObject)	6.038839	1.396263	
98		0.968885	0.2198462	-1.079366	1.003116	0.2198462	-1.066226	0.9726064	0.2408386	-1.091868	14:29:01	SmallOverlap(Clone) (UnityEngine.GameObject)	1.937315	1.22173	
99		1.100517	0.2424037	-1.298878	1.070853	0.2424037	-1.32043	1.088696	0.2394205	-1.269481	14:29:06	SmallOverlap(Clone) (UnityEngine.GameObject)	5.340707	1.396263	
100		0.9136515	0.2329628	-1.151566	0.9098188	0.2329628	-1.188032	0.9366723	0.2413301	-1.134927	14:29:11	SmallOverlap(Clone) (UnityEngine.GameObject)	3.036873	1.308997	
101		1.083183	0.2198462	-1.061615	1.057648	0.2198462	-1.040188	1.063098	0.2399657	-1.061439	14:29:16	MediumOverlap(Clone) (UnityEngine.GameObject)	0.8726646	1.22173	
102		0.8634253	0.2198462	-1.263778	0.8453708	0.2198462	-1.239819	0.8617834	0.2413254	-1.232805	14:29:21	LargeOverlap(Clone) (UnityEngine.GameObject)	3.787364	1.22173	
103		0.8769857	0.2424037	-1.042176	0.8978254	0.2424037	-1.020595	0.8966197	0.2210102	-1.050167	14:29:27	LargeOverlap(Clone) (UnityEngine.GameObject)	2.373648	1.396263	
104		0.9539902	0.2198462	-1.234702	0.9228951	0.2198462	-1.215272	0.9614794	0.2397734	-1.215111	14:29:32	SmallOverlap(Clone) (UnityEngine.GameObject)	4.153883	1.22173	
105		1.100517	0.2329628	-1.299526	1.076247	0.2329628	-1.31716	1.093163	0.239109	-1.26887	14:29:36	LargeOverlap(Clone) (UnityEngine.GameObject)	5.340707	1.308997	
106		1.118222	0.2424037	-1.213922	1.131779	0.2424037	-1.183471	1.092587	0.2518483	-1.188415	14:29:41	MediumOverlap(Clone) (UnityEngine.GameObject)	5.864306	1.396263	
107		0.9407861	0.2198462	-1.097888	0.9164076	0.2198462	-1.120621	0.9593843	0.2049906	-1.074489	14:29:46	MediumOverlap(Clone) (UnityEngine.GameObject)	2.321288	1.22173	
108		1.102916	0.2198462	-1.298084	1.126876	0.2198462	-1.28003	1.092288	0.2245938	-1.26071	14:29:52	LargeOverlap(Clone) (UnityEngine.GameObject)	5.358161	1.22173	
109		0.8306542	0.2424037	-1.185417	0.8348294	0.2424037	-1.215125	0.8578579	0.2370867	-1.171795	14:29:57	LargeOverlap(Clone) (UnityEngine.GameObject)	3.281219	1.396263	
110		0.9619388	0.2198462	-1.083688	0.928983	0.2198462	-1.099761	0.9557067	0.2432758	-1.08693	14:30:02	SmallOverlap(Clone) (UnityEngine.GameObject)	2.024582	1.22173	
111		0.9821246	0.2198462	-0.9917524	1.015275	0.2198462	-0.9882681	0.9811405	0.2254113	-1.006022	14:30:07	MediumOverlap(Clone) (UnityEngine.GameObject)	1.675516	1.22173	
112		0.9170927	0.2329628	-1.012364	0.8908541	0.2329628	-1.026908	0.9366819	0.2352411	-1.027749	14:30:11	LargeOverlap(Clone) (UnityEngine.GameObject)	2.076942	1.308997	
113		1.037836	0.2329628	-1.03828	1.002771	0.2329628	-1.02756	1.024913	0.2375385	-1.0446	14:30:17	SmallOverlap(Clone) (UnityEngine.GameObject)	1.27409	1.308997	
114		0.8710829	0.2424037	-1.150876	0.8742786	0.2424037	-1.114349	0.8961052	0.2307889	-1.144958	14:30:21	SmallOverlap(Clone) (UnityEngine.GameObject)	3.054326	1.396263	
115		1.047288	0.2424037	-1.235079	1.019332	0.2424037	-1.253234	1.044121	0.2517563	-1.201029	14:30:27	MediumOverlap(Clone) (UnityEngine.GameObject)	5.288348	1.396263	
116		1.039417	0.2424037	-1.239733	1.072088	0.2424037	-1.223086	1.034348	0.2396765	-1.201654	14:30:32	SmallOverlap(Clone) (UnityEngine.GameObject)	5.183628	1.396263	
117		0.9297578	0.2424037	-1.111443	0.9121243	0.2424037	-1.135714	0.9427046	0.2319539	-1.116469	14:30:37	LargeOverlap(Clone) (UnityEngine.GameObject)	2.513274	1.396263	
118		0.9660751	0.2424037	-1.242511	0.9323233	0.2424037	-1.228184	0.9682881	0.2405702	-1.199219	14:30:42	SmallOverlap(Clone) (UnityEngine.GameObject)	4.310963	1.396263	
119		0.9179062	0.2329628	-1.134436	0.9059687	0.2329628	-1.169105	0.9255694	0.2346051	-1.121422	14:30:47	SmallOverlap(Clone) (UnityEngine.GameObject)	2.80998	1.308997	
120		0.9203275	0.2198462	-1.264787	0.8966872	0.2198462	-1.246317	0.926571	0.2240978	-1.227371	14:30:53	LargeOverlap(Clone) (UnityEngine.GameObject)	4.049164	1.22173	
121		1.168905	0.2424037	-1.136174	1.173598	0.2424037	-1.165805	1.134435	0.2556278	-1.133634	14:30:58	LargeOverlap(Clone) (UnityEngine.GameObject)	0.1570796	1.396263	
122		1.007567	0.2198462	-1.249535	0.9743607	0.2198462	-1.25244	1.000376	0.2396386	-1.229062	14:31:03	MediumOverlap(Clone) (UnityEngine.GameObject)	4.799655	1.22173	
123		0.8356146	0.2424037	-1.210286	0.8255079	0.2424037	-1.175039	0.8423169	0.2175266	-1.180552	14:31:08	SmallOverlap(Clone) (UnityEngine.GameObject)	3.420845	1.396263	
124		1.084599	0.2198462	-1.182798	1.091347	0.2198462	-1.153567	1.067138	0.2438239	-1.16127	14:31:13	LargeOverlap(Clone) (UnityEngine.GameObject)	6.056293	1.22173	
125		1.03263	0.2198462	-1.331255	1.062079	0.2198462	-1.325531	1.030741	0.2239609	-1.296988	14:31:19	LargeOverlap(Clone) (UnityEngine.GameObject)	4.904375	1.22173	
126		1.129063	0.2424037	-1.275699	1.150931	0.2424037	-1.250542	1.115597	0.2166315	-1.260741	14:31:24	MediumOverlap(Clone) (UnityEngine.GameObject)	5.5676	1.396263	
127		0.9430383	0.2329628	-1.098089	0.9153656	0.2329628	-1.122145	0.9581509	0.2341356	-1.104188	14:31:30	SmallOverlap(Clone) (UnityEngine.GameObject)	2.286381	1.308997	
128		0.8879281	0.2424037	-1.099019	0.9029281	0.2424037	-1.073038	0.907306	0.2336998	-1.081349	14:31:35	LargeOverlap(Clone) (UnityEngine.GameObject)	2.617994	1.396263	
129		1.0498	0.2329628	-1.092705	1.022495	0.2329628	-1.073586	1.045916	0.2612289	-1.090815	14:31:40	MediumOverlap(Clone) (UnityEngine.GameObject)	0.9599311	1.308997	
130		1.129094	0.2329628	-1.172954	1.127002	0.2329628	-1.202881	1.098898	0.2356212	-1.159534	14:31:45	LargeOverlap(Clone) (UnityEngine.GameObject)	6.213372	1.308997	
131		0.9276351	0.2198462	-1.056764	0.8972371	0.2198462	-1.077268	0.9278206	0.2292237	-1.059033	14:31:49	SmallOverlap(Clone) (UnityEngine.GameObject)	2.164208	1.22173	
132		0.9170927	0.2329628	-1.313737	0.9433313	0.2329628	-1.328282	0.9000736	0.2183011	-1.28034	14:31:55	LargeOverlap(Clone) (UnityEngine.GameObject)	4.206244	1.308997	
133		0.9053559	0.2329628	-1.076024	0.9280891	0.2329628	-1.051646	0.9344798	0.2353363	-1.078713	14:32:01	MediumOverlap(Clone) (UnityEngine.GameObject)	2.391101	1.308997	
134		1.086592	0.2424037	-1.260552	1.061821	0.2424037	-1.282857	1.082143	0.2418263	-1.226063	14:32:06	MediumOverlap(Clone) (UnityEngine.GameObject)	5.445427	1.396263	
135		0.9579068	0.2424037	-1.088551	0.9899762	0.2424037	-1.070775	0.965704	0.2378144	-1.103539	14:32:11	SmallOverlap(Clone) (UnityEngine.GameObject)	2.076942	1.396263	
136		1.084599	0.2424037	-1.184122	1.092847	0.2424037	-1.148395	1.060517	0.2521741	-1.170695	14:32:16	SmallOverlap(Clone) (UnityEngine.GameObject)	6.056293	1.396263	
137		0.9465457	0.2424037	-1.096277	0.9728128	0.2424037	-1.075755	0.9606619	0.2352432	-1.108111	14:32:21	MediumOverlap(Clone) (UnityEngine.GameObject)	2.234021	1.396263	
138		0.9539902	0.2198462	-1.09118	0.9822585	0.2198462	-1.073516	0.9631718	0.234993	-1.097821	14:32:25	MediumOverlap(Clone) (UnityEngine.GameObject)	2.129302	1.22173	
139		0.9068612	0.2198462	-1.308349	0.87611	0.2198462	-1.288379	0.9054925	0.2281485	-1.277043	14:32:31	SmallOverlap(Clone) (UnityEngine.GameObject)	4.13643	1.22173	
140		1.112193	0.2198462	-1.294104	1.089551	0.2198462	-1.313786	1.10463	0.2294012	-1.276201	14:32:36	LargeOverlap(Clone) (UnityEngine.GameObject)	5.427974	1.22173	
